year,parent_entity,parent_type,commodity,production_value_ft,production_unit,total_emissions_MtCO2e,production_value
2001,Glencore,Investor-owned Company,Bituminous Coal,41.2,Million tonnes/yr,111.8225279,41.2
2002,Glencore,Investor-owned Company,Bituminous Coal,59.7,Million tonnes/yr,162.0340999,59.7
2002,Glencore,Investor-owned Company,Metallurgical Coal,10.8,Million tonnes/yr,32.03946442,10.8
2003,Glencore,Investor-owned Company,Bituminous Coal,47.2,Million tonnes/yr,128.107362,47.2
2003,Glencore,Investor-owned Company,Metallurgical Coal,12.8,Million tonnes/yr,37.97269857,12.8
2004,Glencore,Investor-owned Company,Bituminous Coal,48.1,Million tonnes/yr,130.5500872,48.1
2004,Glencore,Investor-owned Company,Metallurgical Coal,11.9,Million tonnes/yr,35.3027432,11.9
2005,Glencore,Investor-owned Company,Bituminous Coal,52.2,Million tonnes/yr,141.6780572,52.2
2005,Glencore,Investor-owned Company,Metallurgical Coal,9.6,Million tonnes/yr,28.47952393,9.6
2006,Glencore,Investor-owned Company,Bituminous Coal,71,Million tonnes/yr,192.7038709,71
2006,Glencore,Investor-owned Company,Metallurgical Coal,5.6,Million tonnes/yr,16.61305562,5.6
2007,Glencore,Investor-owned Company,Bituminous Coal,69.6,Million tonnes/yr,188.9040762,69.6
2007,Glencore,Investor-owned Company,Metallurgical Coal,13.2,Million tonnes/yr,39.1593454,13.2
2008,Glencore,Investor-owned Company,Bituminous Coal,73.3,Million tonnes/yr,198.9463906,73.3
2008,Glencore,Investor-owned Company,Metallurgical Coal,12.2,Million tonnes/yr,36.19272833,12.2
2009,Glencore,Investor-owned Company,Bituminous Coal,72.1,Million tonnes/yr,195.6894238,72.1
2009,Glencore,Investor-owned Company,Metallurgical Coal,12.6,Million tonnes/yr,37.37937516,12.6
2010,Glencore,Investor-owned Company,Bituminous Coal,65.6,Million tonnes/yr,178.0475201,65.6
2010,Glencore,Investor-owned Company,Metallurgical Coal,14.3,Million tonnes/yr,42.42262418,14.3
2011,Glencore,Investor-owned Company,Bituminous Coal,72.4,Million tonnes/yr,196.5036655,72.4
2011,Glencore,Investor-owned Company,Metallurgical Coal,12.9,Million tonnes/yr,38.26936028,12.9
2012,Glencore,Investor-owned Company,Oil & NGL,4.77,Million bbl/yr,1.902170568,4.77
2012,Glencore,Investor-owned Company,Bituminous Coal,121,Million tonnes/yr,328.4108222,121
2012,Glencore,Investor-owned Company,Metallurgical Coal,11.2,Million tonnes/yr,33.22611125,11.2
2013,Glencore,Investor-owned Company,Oil & NGL,4.985,Million bbl/yr,1.987907816,4.985
2013,Glencore,Investor-owned Company,Bituminous Coal,126.3,Million tonnes/yr,342.795759,126.3
2013,Glencore,Investor-owned Company,Metallurgical Coal,11.8,Million tonnes/yr,35.00608149,11.8
2014,Glencore,Investor-owned Company,Oil & NGL,7.351,Million bbl/yr,2.93141632,7.351
2014,Glencore,Investor-owned Company,Bituminous Coal,140.3,Million tonnes/yr,380.7937054,140.3
2014,Glencore,Investor-owned Company,Metallurgical Coal,6,Million tonnes/yr,17.79970246,6
2015,Glencore,Investor-owned Company,Oil & NGL,10.569,Million bbl/yr,4.214683592,10.569
2015,Glencore,Investor-owned Company,Bituminous Coal,125.6,Million tonnes/yr,340.8958617,125.6
2015,Glencore,Investor-owned Company,Metallurgical Coal,5.9,Million tonnes/yr,17.50304075,5.9
2016,Glencore,Investor-owned Company,Oil & NGL,7.511,Million bbl/yr,2.995220783,7.511
2016,Glencore,Investor-owned Company,Bituminous Coal,119.6,Million tonnes/yr,324.6110275,119.6
2016,Glencore,Investor-owned Company,Metallurgical Coal,5.3,Million tonnes/yr,15.7230705,5.3
2017,Glencore,Investor-owned Company,Oil & NGL,5.053,Million bbl/yr,2.015024713,5.053
2017,Glencore,Investor-owned Company,Bituminous Coal,114.5,Million tonnes/yr,310.7689185,114.5
2017,Glencore,Investor-owned Company,Metallurgical Coal,6.1,Million tonnes/yr,18.09636416,6.1
2018,Glencore,Investor-owned Company,Oil & NGL,4.626,Million bbl/yr,1.844746551,4.626
2018,Glencore,Investor-owned Company,Bituminous Coal,121.9,Million tonnes/yr,330.8535473,121.9
2018,Glencore,Investor-owned Company,Metallurgical Coal,7.5,Million tonnes/yr,22.24962807,7.5
2019,Glencore,Investor-owned Company,Oil & NGL,5.518,Million bbl/yr,2.200456435,5.518
2019,Glencore,Investor-owned Company,Bituminous Coal,130.3,Million tonnes/yr,353.6523151,130.3
2019,Glencore,Investor-owned Company,Metallurgical Coal,9.2,Million tonnes/yr,27.2928771,9.2
2020,Glencore,Investor-owned Company,Oil & NGL,14.484,Million bbl/yr,5.775899058,14.484
2020,Glencore,Investor-owned Company,Bituminous Coal,98.6,Million tonnes/yr,267.614108,98.6
2020,Glencore,Investor-owned Company,Metallurgical Coal,7.6,Million tonnes/yr,22.54628978,7.6
2021,Glencore,Investor-owned Company,Oil & NGL,19.663,Million bbl/yr,7.841169786,19.663
2021,Glencore,Investor-owned Company,Natural Gas,20,Bcf/yr,1.457807807,6
2021,Glencore,Investor-owned Company,Bituminous Coal,94.2,Million tonnes/yr,255.6718963,94.2
2021,Glencore,Investor-owned Company,Metallurgical Coal,9.1,Million tonnes/yr,26.99621539,9.1
2022,Glencore,Investor-owned Company,Oil & NGL,23.567,Million bbl/yr,9.397998696,23.567
2022,Glencore,Investor-owned Company,Natural Gas,31,Bcf/yr,2.259602101,9.3
2022,Glencore,Investor-owned Company,Bituminous Coal,101.3,Million tonnes/yr,274.9422834,101.3
2022,Glencore,Investor-owned Company,Metallurgical Coal,8.7,Million tonnes/yr,25.80956856,8.7
1990,Heidelberg Materials,Investor-owned Company,Cement,91.891,Million Tonnes CO2,51.183287,91.891
1991,Heidelberg Materials,Investor-owned Company,Cement,90.24125,Million Tonnes CO2,50.57552808,90.24125
1992,Heidelberg Materials,Investor-owned Company,Cement,88.5915,Million Tonnes CO2,49.95763277,88.5915
1993,Heidelberg Materials,Investor-owned Company,Cement,86.94175,Million Tonnes CO2,49.33196613,86.94175
1994,Heidelberg Materials,Investor-owned Company,Cement,85.292,Million Tonnes CO2,48.6984909,85.292
1995,Heidelberg Materials,Investor-owned Company,Cement,83.64225,Million Tonnes CO2,48.05707295,83.64225
1996,Heidelberg Materials,Investor-owned Company,Cement,81.9925,Million Tonnes CO2,47.40757155,81.9925
1997,Heidelberg Materials,Investor-owned Company,Cement,80.34275,Million Tonnes CO2,46.74975903,80.34275
1998,Heidelberg Materials,Investor-owned Company,Cement,78.693,Million Tonnes CO2,46.08348642,78.693
1999,Heidelberg Materials,Investor-owned Company,Cement,77.04325,Million Tonnes CO2,45.40859816,77.04325
2000,Heidelberg Materials,Investor-owned Company,Cement,75.3935,Million Tonnes CO2,44.72493207,75.3935
2001,Heidelberg Materials,Investor-owned Company,Cement,72.79375,Million Tonnes CO2,43.46514812,72.79375
2002,Heidelberg Materials,Investor-owned Company,Cement,70.194,Million Tonnes CO2,42.18869982,70.194
2003,Heidelberg Materials,Investor-owned Company,Cement,73.286,Million Tonnes CO2,44.33898272,73.286
2004,Heidelberg Materials,Investor-owned Company,Cement,77.859,Million Tonnes CO2,47.41994609,77.859
2005,Heidelberg Materials,Investor-owned Company,Cement,82.303,Million Tonnes CO2,50.46317912,82.303
2006,Heidelberg Materials,Investor-owned Company,Cement,90.054,Million Tonnes CO2,57.39402577,90.054
2007,Heidelberg Materials,Investor-owned Company,Cement,98.745,Million Tonnes CO2,63.70642294,98.745
2008,Heidelberg Materials,Investor-owned Company,Cement,95.968,Million Tonnes CO2,63.17640618,95.968
2009,Heidelberg Materials,Investor-owned Company,Cement,80.8,Million Tonnes CO2,54.1243648,80.8
2010,Heidelberg Materials,Investor-owned Company,Cement,83.3,Million Tonnes CO2,55.2701331,83.3
2011,Heidelberg Materials,Investor-owned Company,Cement,87.2,Million Tonnes CO2,58.5515736,87.2
2012,Heidelberg Materials,Investor-owned Company,Cement,84.5,Million Tonnes CO2,57.427214,84.5
2013,Heidelberg Materials,Investor-owned Company,Cement,85.7,Million Tonnes CO2,58.8471048,85.7
2014,Heidelberg Materials,Investor-owned Company,Cement,87.5,Million Tonnes CO2,60.28015,87.5
2015,Heidelberg Materials,Investor-owned Company,Cement,86.8,Million Tonnes CO2,59.9947712,86.8
2016,Heidelberg Materials,Investor-owned Company,Cement,83.6,Million Tonnes CO2,57.9737576,83.6
2017,Heidelberg Materials,Investor-owned Company,Cement,70.3,Million Tonnes CO2,48.9122092,70.3
2018,Heidelberg Materials,Investor-owned Company,Cement,72.7,Million Tonnes CO2,50.7501979,72.7
2019,Heidelberg Materials,Investor-owned Company,Cement,68.3,Million Tonnes CO2,47.8376615,68.3
2020,Heidelberg Materials,Investor-owned Company,Cement,63.6,Million Tonnes CO2,44.6948364,63.6
2021,Heidelberg Materials,Investor-owned Company,Cement,64.6,Million Tonnes CO2,45.5499768,64.6
2022,Heidelberg Materials,Investor-owned Company,Cement,61.2,Million Tonnes CO2,43.1526096,61.2
1958,Hess Corporation,Investor-owned Company,Oil & NGL,29.531055,Million bbl/yr,11.77633201,29.531055
1958,Hess Corporation,Investor-owned Company,Natural Gas,95.63,Bcf/yr,6.97050803,28.689
1959,Hess Corporation,Investor-owned Company,Oil & NGL,30.52276,Million bbl/yr,12.17180204,30.52276
1959,Hess Corporation,Investor-owned Company,Natural Gas,102.565,Bcf/yr,7.476002887,30.7695
1960,Hess Corporation,Investor-owned Company,Oil & NGL,29.905545,Million bbl/yr,11.92567034,29.905545
1960,Hess Corporation,Investor-owned Company,Natural Gas,108.04,Bcf/yr,7.875077775,32.412
1961,Hess Corporation,Investor-owned Company,Oil & NGL,30.24025,Million bbl/yr,12.0591433,30.24025
1961,Hess Corporation,Investor-owned Company,Natural Gas,107.675,Bcf/yr,7.848472782,32.3025
1962,Hess Corporation,Investor-owned Company,Oil & NGL,36.94092,Million bbl/yr,14.73122239,36.94092
1962,Hess Corporation,Investor-owned Company,Natural Gas,110.23,Bcf/yr,8.03470773,33.069
1963,Hess Corporation,Investor-owned Company,Oil & NGL,49.700955,Million bbl/yr,19.81964231,49.700955
1963,Hess Corporation,Investor-owned Company,Natural Gas,123.37,Bcf/yr,8.992487459,37.011
1964,Hess Corporation,Investor-owned Company,Oil & NGL,65.907685,Million bbl/yr,26.28252801,65.907685
1964,Hess Corporation,Investor-owned Company,Natural Gas,136.875,Bcf/yr,9.976872181,41.0625
1965,Hess Corporation,Investor-owned Company,Oil & NGL,87.763155,Million bbl/yr,34.99800637,87.763155
1965,Hess Corporation,Investor-owned Company,Natural Gas,148.92,Bcf/yr,10.85483693,44.676
1966,Hess Corporation,Investor-owned Company,Oil & NGL,104.626885,Million bbl/yr,41.72288916,104.626885
1966,Hess Corporation,Investor-owned Company,Natural Gas,152.935,Bcf/yr,11.14749185,45.8805
1967,Hess Corporation,Investor-owned Company,Oil & NGL,103.553055,Million bbl/yr,41.29466949,103.553055
1967,Hess Corporation,Investor-owned Company,Natural Gas,148.555,Bcf/yr,10.82823194,44.5665
1968,Hess Corporation,Investor-owned Company,Oil & NGL,101.3474817,Million bbl/yr,40.4151356,101.3474817
1968,Hess Corporation,Investor-owned Company,Natural Gas,173.2353267,Bcf/yr,12.62719058,51.970598
1969,Hess Corporation,Investor-owned Company,Oil & NGL,99.14190832,Million bbl/yr,39.53560169,99.14190832
1969,Hess Corporation,Investor-owned Company,Natural Gas,197.9156533,Bcf/yr,14.42614923,59.374696
1970,Hess Corporation,Investor-owned Company,Oil & NGL,96.936335,Million bbl/yr,38.6560678,96.936335
1970,Hess Corporation,Investor-owned Company,Natural Gas,222.59598,Bcf/yr,16.22510788,66.778794
1971,Hess Corporation,Investor-owned Company,Oil & NGL,86.357175,Million bbl/yr,34.43733263,86.357175
1971,Hess Corporation,Investor-owned Company,Natural Gas,251.829195,Bcf/yr,18.35592833,75.5487585
1972,Hess Corporation,Investor-owned Company,Oil & NGL,84.329235,Million bbl/yr,33.62863498,84.329235
1972,Hess Corporation,Investor-owned Company,Natural Gas,278.609245,Bcf/yr,20.30793663,83.5827735
1973,Hess Corporation,Investor-owned Company,Oil & NGL,78.48084,Million bbl/yr,31.29642432,78.48084
1973,Hess Corporation,Investor-owned Company,Natural Gas,271.07528,Bcf/yr,19.75878298,81.322584
1974,Hess Corporation,Investor-owned Company,Oil & NGL,57.54371,Million bbl/yr,22.94715965,57.54371
1974,Hess Corporation,Investor-owned Company,Natural Gas,258.11705,Bcf/yr,18.81425253,77.435115
1975,Hess Corporation,Investor-owned Company,Oil & NGL,56.994385,Million bbl/yr,22.72810098,56.994385
1975,Hess Corporation,Investor-owned Company,Natural Gas,238.416175,Bcf/yr,17.37824806,71.5248525
1976,Hess Corporation,Investor-owned Company,Oil & NGL,61.768585,Million bbl/yr,24.63194642,61.768585
1976,Hess Corporation,Investor-owned Company,Natural Gas,204.622285,Bcf/yr,14.91499823,61.3866855
1977,Hess Corporation,Investor-owned Company,Oil & NGL,64.844805,Million bbl/yr,25.85867496,64.844805
1977,Hess Corporation,Investor-owned Company,Natural Gas,227.99652,Bcf/yr,16.61875534,68.398956
1978,Hess Corporation,Investor-owned Company,Oil & NGL,64.4663,Million bbl/yr,25.70773553,64.4663
1978,Hess Corporation,Investor-owned Company,Natural Gas,215.57411,Bcf/yr,15.71328103,64.672233
1979,Hess Corporation,Investor-owned Company,Oil & NGL,69.862825,Million bbl/yr,27.85975042,69.862825
1979,Hess Corporation,Investor-owned Company,Natural Gas,232.95249,Bcf/yr,16.97999793,69.885747
1980,Hess Corporation,Investor-owned Company,Oil & NGL,65.407072,Million bbl/yr,26.08289461,65.407072
1980,Hess Corporation,Investor-owned Company,Natural Gas,222.2937417,Bcf/yr,16.20307761,66.68812251
1981,Hess Corporation,Investor-owned Company,Oil & NGL,64.305304,Million bbl/yr,25.64353389,64.305304
1981,Hess Corporation,Investor-owned Company,Natural Gas,211.6349933,Bcf/yr,15.42615728,63.49049799
1982,Hess Corporation,Investor-owned Company,Oil & NGL,63.203536,Million bbl/yr,25.20417316,63.203536
1982,Hess Corporation,Investor-owned Company,Natural Gas,200.976245,Bcf/yr,14.64923695,60.2928735
1983,Hess Corporation,Investor-owned Company,Oil & NGL,62.101768,Million bbl/yr,24.76481244,62.101768
1983,Hess Corporation,Investor-owned Company,Natural Gas,190.3174967,Bcf/yr,13.87231663,57.09524901
1984,Hess Corporation,Investor-owned Company,Oil & NGL,61,Million bbl/yr,24.32545171,61
1984,Hess Corporation,Investor-owned Company,Natural Gas,179.6587483,Bcf/yr,13.0953963,53.89762449
1985,Hess Corporation,Investor-owned Company,Oil & NGL,57,Million bbl/yr,22.73034012,57
1985,Hess Corporation,Investor-owned Company,Natural Gas,169,Bcf/yr,12.31847597,50.7
1986,Hess Corporation,Investor-owned Company,Oil & NGL,57,Million bbl/yr,22.73034012,57
1986,Hess Corporation,Investor-owned Company,Natural Gas,169,Bcf/yr,12.31847597,50.7
1987,Hess Corporation,Investor-owned Company,Oil & NGL,50,Million bbl/yr,19.93889484,50
1987,Hess Corporation,Investor-owned Company,Natural Gas,194,Bcf/yr,14.14073573,58.2
1988,Hess Corporation,Investor-owned Company,Oil & NGL,53,Million bbl/yr,21.13522853,53
1988,Hess Corporation,Investor-owned Company,Natural Gas,189,Bcf/yr,13.77628378,56.7
1989,Hess Corporation,Investor-owned Company,Oil & NGL,56,Million bbl/yr,22.33156223,56
1989,Hess Corporation,Investor-owned Company,Natural Gas,204,Bcf/yr,14.86963963,61.2
1990,Hess Corporation,Investor-owned Company,Oil & NGL,63,Million bbl/yr,25.1230075,63
1990,Hess Corporation,Investor-owned Company,Natural Gas,257,Bcf/yr,18.73283032,77.1
1991,Hess Corporation,Investor-owned Company,Oil & NGL,73,Million bbl/yr,29.11078647,73
1991,Hess Corporation,Investor-owned Company,Natural Gas,307,Bcf/yr,22.37734984,92.1
1992,Hess Corporation,Investor-owned Company,Oil & NGL,82,Million bbl/yr,32.69978754,82
1992,Hess Corporation,Investor-owned Company,Natural Gas,339,Bcf/yr,24.70984233,101.7
1993,Hess Corporation,Investor-owned Company,Oil & NGL,79,Million bbl/yr,31.50345385,79
1993,Hess Corporation,Investor-owned Company,Natural Gas,323,Bcf/yr,23.54359609,96.9
1994,Hess Corporation,Investor-owned Company,Oil & NGL,92,Million bbl/yr,36.68756651,92
1994,Hess Corporation,Investor-owned Company,Natural Gas,309,Bcf/yr,22.52313062,92.7
1995,Hess Corporation,Investor-owned Company,Oil & NGL,95,Million bbl/yr,37.8839002,95
1995,Hess Corporation,Investor-owned Company,Natural Gas,323,Bcf/yr,23.54359609,96.9
1996,Hess Corporation,Investor-owned Company,Oil & NGL,87,Million bbl/yr,34.69367703,87
1996,Hess Corporation,Investor-owned Company,Natural Gas,251,Bcf/yr,18.29548798,75.3
1997,Hess Corporation,Investor-owned Company,Oil & NGL,80,Million bbl/yr,31.90223175,80
1997,Hess Corporation,Investor-owned Company,Natural Gas,207,Bcf/yr,15.0883108,62.1
1998,Hess Corporation,Investor-owned Company,Oil & NGL,75,Million bbl/yr,29.90834227,75
1998,Hess Corporation,Investor-owned Company,Natural Gas,210,Bcf/yr,15.30698198,63
1999,Hess Corporation,Investor-owned Company,Oil & NGL,85,Million bbl/yr,33.89612123,85
1999,Hess Corporation,Investor-owned Company,Natural Gas,235,Bcf/yr,17.12924174,70.5
2000,Hess Corporation,Investor-owned Company,Oil & NGL,96,Million bbl/yr,38.2826781,96
2000,Hess Corporation,Investor-owned Company,Natural Gas,249,Bcf/yr,18.1497072,74.7
2001,Hess Corporation,Investor-owned Company,Oil & NGL,111,Million bbl/yr,44.26434655,111
2001,Hess Corporation,Investor-owned Company,Natural Gas,303,Bcf/yr,22.08578828,90.9
2002,Hess Corporation,Investor-owned Company,Oil & NGL,118.625,Million bbl/yr,47.30502802,118.625
2002,Hess Corporation,Investor-owned Company,Natural Gas,275.21,Bcf/yr,20.06016433,82.563
2003,Hess Corporation,Investor-owned Company,Oil & NGL,94.535,Million bbl/yr,37.69846848,94.535
2003,Hess Corporation,Investor-owned Company,Natural Gas,249.295,Bcf/yr,18.17120987,74.7885
2004,Hess Corporation,Investor-owned Company,Oil & NGL,89.79,Million bbl/yr,35.80626736,89.79
2004,Hess Corporation,Investor-owned Company,Natural Gas,209.875,Bcf/yr,15.29787068,62.9625
2005,Hess Corporation,Investor-owned Company,Oil & NGL,89.06,Million bbl/yr,35.5151595,89.06
2005,Hess Corporation,Investor-owned Company,Natural Gas,198.56,Bcf/yr,14.47311591,59.568
2006,Hess Corporation,Investor-owned Company,Oil & NGL,93.805,Million bbl/yr,37.40736062,93.805
2006,Hess Corporation,Investor-owned Company,Natural Gas,223.38,Bcf/yr,16.2822554,67.014
2007,Hess Corporation,Investor-owned Company,Oil & NGL,100.375,Million bbl/yr,40.0273314,100.375
2007,Hess Corporation,Investor-owned Company,Natural Gas,223.745,Bcf/yr,16.30886039,67.1235
2008,Hess Corporation,Investor-owned Company,Oil & NGL,97.09,Million bbl/yr,38.71734601,97.09
2008,Hess Corporation,Investor-owned Company,Natural Gas,251.485,Bcf/yr,18.33083982,75.4455
2009,Hess Corporation,Investor-owned Company,Oil & NGL,106.945,Million bbl/yr,42.64730218,106.945
2009,Hess Corporation,Investor-owned Company,Natural Gas,251.85,Bcf/yr,18.35744481,75.555
2010,Hess Corporation,Investor-owned Company,Oil & NGL,112.055,Million bbl/yr,44.68505723,112.055
